/usr/local/lib/python3.10/dist-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 9, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 66,356,800
  scalars                 : 18
  total                   : 103,056,978
Estimated FLOPs per token: 4.826822e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
/usr/local/lib/python3.10/dist-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011199 | lrm: 0.00 | dt: 36298ms | tok/sec: 5,416 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 01090 (49.4%) | loss: 2.883773 | lrm: 0.55 | dt: 135ms | tok/sec: 1,459,546 | mfu: 71.2% | epoch: 1 | remaining: 152s    
step 01091 (49.5%) | loss: 2.883584 | lrm: 0.55 | dt: 138ms | tok/sec: 1,421,877 | mfu: 69.4% | epoch: 1 | remaining: 151s    
step 01092 (49.5%) | loss: 2.886002 | lrm: 0.55 | dt: 138ms | tok/sec: 1,423,630 | mfu: 69.4% | epoch: 1 | remaining: 151s    
step 01093 (49.6%) | loss: 2.886664 | lrm: 0.55 | dt: 137ms | tok/sec: 1,432,095 | mfu: 69.9% | epoch: 1 | remaining: 151s    
step 01094 (49.6%) | loss: 2.895607 | lrm: 0.55 | dt: 137ms | tok/sec: 1,437,854 | mfu: 70.1% | epoch: 1 | remaining: 151s    
step 01095 (49.7%) | loss: 2.896162 | lrm: 0.55 | dt: 136ms | tok/sec: 1,442,121 | mfu: 70.3% | epoch: 1 | remaining: 151s    
step 01096 (49.7%) | loss: 2.900140 | lrm: 0.55 | dt: 134ms | tok/sec: 1,465,486 | mfu: 71.5% | epoch: 1 | remaining: 151s    
step 01097 (49.8%) | loss: 2.901247 | lrm: 0.55 | dt: 139ms | tok/sec: 1,410,187 | mfu: 68.8% | epoch: 1 | remaining: 151s    
step 01098 (49.8%) | loss: 2.907002 | lrm: 0.55 | dt: 136ms | tok/sec: 1,445,473 | mfu: 70.5% | epoch: 1 | remaining: 150s    
step 01099 (49.9%) | loss: 2.902794 | lrm: 0.55 | dt: 139ms | tok/sec: 1,419,049 | mfu: 69.2% | epoch: 1 | remaining: 150s    
step 01100 (49.9%) | loss: 2.899205 | lrm: 0.55 | dt: 135ms | tok/sec: 1,451,899 | mfu: 70.8% | epoch: 1 | remaining: 150s    
step 01101 (49.9%) | loss: 2.894656 | lrm: 0.55 | dt: 136ms | tok/sec: 1,446,284 | mfu: 70.6% | epoch: 1 | remaining: 150s    
step 01102 (50.0%) | loss: 2.894282 | lrm: 0.55 | dt: 136ms | tok/sec: 1,448,067 | mfu: 70.6% | epoch: 1 | remaining: 150s    
step 01103 (50.0%) | loss: 2.898843 | lrm: 0.55 | dt: 137ms | tok/sec: 1,432,859 | mfu: 69.9% | epoch: 1 | remaining: 150s    
step 01104 (50.1%) | loss: 2.900398 | lrm: 0.55 | dt: 139ms | tok/sec: 1,411,828 | mfu: 68.9% | epoch: 1 | remaining: 150s    
step 01105 (50.1%) | loss: 2.898330 | lrm: 0.55 | dt: 136ms | tok/sec: 1,442,436 | mfu: 70.4% | epoch: 1 | remaining: 149s    
step 01106 (50.2%) | loss: 2.895684 | lrm: 0.55 | dt: 136ms | tok/sec: 1,445,909 | mfu: 70.5% | epoch: 1 | remaining: 149s    
step 01107 (50.2%) | loss: 2.886089 | lrm: 0.54 | dt: 136ms | tok/sec: 1,450,326 | mfu: 70.7% | epoch: 1 | remaining: 149s    
step 01108 (50.3%) | loss: 2.883319 | lrm: 0.54 | dt: 136ms | tok/sec: 1,447,091 | mfu: 70.6% | epoch: 1 | remaining: 149s    
step 01109 (50.3%) | loss: 2.888393 | lrm: 0.54 | dt: 136ms | tok/sec: 1,449,464 | mfu: 70.7% | epoch: 1 | remaining: 149s    
step 01110 (50.4%) | loss: 2.886266 | lrm: 0.54 | dt: 137ms | tok/sec: 1,433,367 | mfu: 69.9% | epoch: 1 | remaining: 149s    
step 01111 (50.4%) | loss: 2.891086 | lrm: 0.54 | dt: 138ms | tok/sec: 1,426,973 | mfu: 69.6% | epoch: 1 | remaining: 149s    
step 01112 (50.4%) | loss: 2.894099 | lrm: 0.54 | dt: 137ms | tok/sec: 1,430,061 | mfu: 69.8% | epoch: 1 | remaining: 149s    
step 01113 (50.5%) | loss: 2.893149 | lrm: 0.54 | dt: 136ms | tok/sec: 1,449,365 | mfu: 70.7% | epoch: 1 | remaining: 148s    
step 01114 (50.5%) | loss: 2.892776 | lrm: 0.54 | dt: 136ms | tok/sec: 1,442,701 | mfu: 70.4% | epoch: 1 | remaining: 148s    
step 01115 (50.6%) | loss: 2.895719 | lrm: 0.54 | dt: 135ms | tok/sec: 1,455,643 | mfu: 71.0% | epoch: 1 | remaining: 148s    
step 01116 (50.6%) | loss: 2.896055 | lrm: 0.54 | dt: 141ms | tok/sec: 1,394,988 | mfu: 68.0% | epoch: 1 | remaining: 148s    
step 01117 (50.7%) | loss: 2.893239 | lrm: 0.54 | dt: 136ms | tok/sec: 1,444,943 | mfu: 70.5% | epoch: 1 | remaining: 148s    
step 01118 (50.7%) | loss: 2.895385 | lrm: 0.54 | dt: 137ms | tok/sec: 1,434,504 | mfu: 70.0% | epoch: 1 | remaining: 148s    
step 01119 (50.8%) | loss: 2.889258 | lrm: 0.54 | dt: 137ms | tok/sec: 1,430,483 | mfu: 69.8% | epoch: 1 | remaining: 148s    
step 01120 (50.8%) | loss: 2.886990 | lrm: 0.54 | dt: 140ms | tok/sec: 1,409,271 | mfu: 68.7% | epoch: 1 | remaining: 147s    
step 01121 (50.9%) | loss: 2.886336 | lrm: 0.54 | dt: 136ms | tok/sec: 1,443,178 | mfu: 70.4% | epoch: 1 | remaining: 147s    
step 01122 (50.9%) | loss: 2.884431 | lrm: 0.54 | dt: 135ms | tok/sec: 1,461,367 | mfu: 71.3% | epoch: 1 | remaining: 147s    
step 01123 (50.9%) | loss: 2.883848 | lrm: 0.54 | dt: 138ms | tok/sec: 1,427,979 | mfu: 69.7% | epoch: 1 | remaining: 147s    
step 01124 (51.0%) | loss: 2.882407 | lrm: 0.54 | dt: 141ms | tok/sec: 1,393,784 | mfu: 68.0% | epoch: 1 | remaining: 147s    
step 01125 (51.0%) | loss: 2.879548 | lrm: 0.54 | dt: 137ms | tok/sec: 1,432,720 | mfu: 69.9% | epoch: 1 | remaining: 147s    
step 01126 (51.1%) | loss: 2.881927 | lrm: 0.54 | dt: 137ms | tok/sec: 1,438,172 | mfu: 70.2% | epoch: 1 | remaining: 147s    
step 01127 (51.1%) | loss: 2.880620 | lrm: 0.53 | dt: 136ms | tok/sec: 1,446,672 | mfu: 70.6% | epoch: 1 | remaining: 146s    
step 01128 (51.2%) | loss: 2.875637 | lrm: 0.53 | dt: 138ms | tok/sec: 1,427,195 | mfu: 69.6% | epoch: 1 | remaining: 146s    
step 01129 (51.2%) | loss: 2.879221 | lrm: 0.53 | dt: 135ms | tok/sec: 1,453,029 | mfu: 70.9% | epoch: 1 | remaining: 146s    
step 01130 (51.3%) | loss: 2.885820 | lrm: 0.53 | dt: 137ms | tok/sec: 1,433,933 | mfu: 69.9% | epoch: 1 | remaining: 146s    
step 01131 (51.3%) | loss: 2.880379 | lrm: 0.53 | dt: 135ms | tok/sec: 1,454,352 | mfu: 70.9% | epoch: 1 | remaining: 146s    
step 01132 (51.4%) | loss: 2.880957 | lrm: 0.53 | dt: 140ms | tok/sec: 1,401,606 | mfu: 68.4% | epoch: 1 | remaining: 146s    
step 01133 (51.4%) | loss: 2.882235 | lrm: 0.53 | dt: 138ms | tok/sec: 1,426,474 | mfu: 69.6% | epoch: 1 | remaining: 146s    
step 01134 (51.5%) | loss: 2.883814 | lrm: 0.53 | dt: 135ms | tok/sec: 1,453,624 | mfu: 70.9% | epoch: 1 | remaining: 146s    
step 01135 (51.5%) | loss: 2.886287 | lrm: 0.53 | dt: 138ms | tok/sec: 1,426,785 | mfu: 69.6% | epoch: 1 | remaining: 145s    
step 01136 (51.5%) | loss: 2.881987 | lrm: 0.53 | dt: 134ms | tok/sec: 1,467,714 | mfu: 71.6% | epoch: 1 | remaining: 145s    
step 01137 (51.6%) | loss: 2.877848 | lrm: 0.53 | dt: 139ms | tok/sec: 1,411,149 | mfu: 68.8% | epoch: 1 | remaining: 145s    
step 01138 (51.6%) | loss: 2.875953 | lrm: 0.53 | dt: 136ms | tok/sec: 1,440,982 | mfu: 70.3% | epoch: 1 | remaining: 145s    
step 01139 (51.7%) | loss: 2.878626 | lrm: 0.53 | dt: 138ms | tok/sec: 1,425,402 | mfu: 69.5% | epoch: 1 | remaining: 145s    
step 01140 (51.7%) | loss: 2.878017 | lrm: 0.53 | dt: 138ms | tok/sec: 1,427,185 | mfu: 69.6% | epoch: 1 | remaining: 145s    
step 01141 (51.8%) | loss: 2.876616 | lrm: 0.53 | dt: 136ms | tok/sec: 1,444,804 | mfu: 70.5% | epoch: 1 | remaining: 145s    
step 01142 (51.8%) | loss: 2.878813 | lrm: 0.53 | dt: 138ms | tok/sec: 1,429,033 | mfu: 69.7% | epoch: 1 | remaining: 144s    
step 01143 (51.9%) | loss: 2.876477 | lrm: 0.53 | dt: 135ms | tok/sec: 1,456,980 | mfu: 71.1% | epoch: 1 | remaining: 144s    
step 01144 (51.9%) | loss: 2.876313 | lrm: 0.53 | dt: 138ms | tok/sec: 1,421,809 | mfu: 69.4% | epoch: 1 | remaining: 144s    
step 01145 (52.0%) | loss: 2.878662 | lrm: 0.53 | dt: 136ms | tok/sec: 1,445,944 | mfu: 70.5% | epoch: 1 | remaining: 144s    
step 01146 (52.0%) | loss: 2.871564 | lrm: 0.53 | dt: 136ms | tok/sec: 1,447,861 | mfu: 70.6% | epoch: 1 | remaining: 144s    
step 01147 (52.0%) | loss: 2.867489 | lrm: 0.53 | dt: 136ms | tok/sec: 1,444,837 | mfu: 70.5% | epoch: 1 | remaining: 144s    
step 01148 (52.1%) | loss: 2.872913 | lrm: 0.52 | dt: 136ms | tok/sec: 1,443,663 | mfu: 70.4% | epoch: 1 | remaining: 144s    
step 01149 (52.1%) | loss: 2.874883 | lrm: 0.52 | dt: 137ms | tok/sec: 1,434,160 | mfu: 70.0% | epoch: 1 | remaining: 143s    
step 01150 (52.2%) | loss: 2.874832 | lrm: 0.52 | dt: 139ms | tok/sec: 1,419,125 | mfu: 69.2% | epoch: 1 | remaining: 143s    
step 01151 (52.2%) | loss: 2.879244 | lrm: 0.52 | dt: 138ms | tok/sec: 1,429,385 | mfu: 69.7% | epoch: 1 | remaining: 143s    
step 01152 (52.3%) | loss: 2.877223 | lrm: 0.52 | dt: 137ms | tok/sec: 1,439,344 | mfu: 70.2% | epoch: 1 | remaining: 143s    
step 01153 (52.3%) | loss: 2.879647 | lrm: 0.52 | dt: 136ms | tok/sec: 1,444,035 | mfu: 70.4% | epoch: 1 | remaining: 143s    
step 01154 (52.4%) | loss: 2.875925 | lrm: 0.52 | dt: 137ms | tok/sec: 1,432,683 | mfu: 69.9% | epoch: 1 | remaining: 143s    
step 01155 (52.4%) | loss: 2.879641 | lrm: 0.52 | dt: 135ms | tok/sec: 1,461,277 | mfu: 71.3% | epoch: 1 | remaining: 143s    
step 01156 (52.5%) | loss: 2.877207 | lrm: 0.52 | dt: 138ms | tok/sec: 1,421,500 | mfu: 69.3% | epoch: 1 | remaining: 142s    
step 01157 (52.5%) | loss: 2.880742 | lrm: 0.52 | dt: 138ms | tok/sec: 1,424,545 | mfu: 69.5% | epoch: 1 | remaining: 142s    
step 01158 (52.5%) | loss: 2.878128 | lrm: 0.52 | dt: 138ms | tok/sec: 1,420,026 | mfu: 69.3% | epoch: 1 | remaining: 142s    
step 01159 (52.6%) | loss: 2.881470 | lrm: 0.52 | dt: 138ms | tok/sec: 1,420,682 | mfu: 69.3% | epoch: 1 | remaining: 142s    
step 01160 (52.6%) | loss: 2.882008 | lrm: 0.52 | dt: 138ms | tok/sec: 1,420,934 | mfu: 69.3% | epoch: 1 | remaining: 142s    
step 01161 (52.7%) | loss: 2.882274 | lrm: 0.52 | dt: 134ms | tok/sec: 1,461,914 | mfu: 71.3% | epoch: 1 | remaining: 142s    
step 01162 (52.7%) | loss: 2.878636 | lrm: 0.52 | dt: 140ms | tok/sec: 1,407,933 | mfu: 68.7% | epoch: 1 | remaining: 142s    
step 01163 (52.8%) | loss: 2.878215 | lrm: 0.52 | dt: 138ms | tok/sec: 1,428,850 | mfu: 69.7% | epoch: 1 | remaining: 142s    
step 01164 (52.8%) | loss: 2.881948 | lrm: 0.52 | dt: 135ms | tok/sec: 1,454,442 | mfu: 70.9% | epoch: 1 | remaining: 141s    
step 01165 (52.9%) | loss: 2.880720 | lrm: 0.52 | dt: 137ms | tok/sec: 1,431,119 | mfu: 69.8% | epoch: 1 | remaining: 141s    
step 01166 (52.9%) | loss: 2.878738 | lrm: 0.52 | dt: 139ms | tok/sec: 1,418,173 | mfu: 69.2% | epoch: 1 | remaining: 141s    
step 01167 (53.0%) | loss: 2.884228 | lrm: 0.52 | dt: 137ms | tok/sec: 1,433,370 | mfu: 69.9% | epoch: 1 | remaining: 141s    
step 01168 (53.0%) | loss: 2.876762 | lrm: 0.52 | dt: 136ms | tok/sec: 1,442,716 | mfu: 70.4% | epoch: 1 | remaining: 141s    
step 01169 (53.1%) | loss: 2.874142 | lrm: 0.51 | dt: 137ms | tok/sec: 1,437,094 | mfu: 70.1% | epoch: 1 | remaining: 141s    
step 01170 (53.1%) | loss: 2.880702 | lrm: 0.51 | dt: 134ms | tok/sec: 1,461,795 | mfu: 71.3% | epoch: 1 | remaining: 141s    
step 01171 (53.1%) | loss: 2.878767 | lrm: 0.51 | dt: 136ms | tok/sec: 1,446,903 | mfu: 70.6% | epoch: 1 | remaining: 140s    
step 01172 (53.2%) | loss: 2.882819 | lrm: 0.51 | dt: 288ms | tok/sec: 683,174 | mfu: 33.3% | epoch: 1 | remaining: 140s    
step 01173 (53.3%) | loss: 2.881467 | lrm: 0.51 | dt: 131ms | tok/sec: 1,505,141 | mfu: 73.4% | epoch: 1 | remaining: 140s    
step 01174 (53.3%) | loss: 2.879043 | lrm: 0.51 | dt: 134ms | tok/sec: 1,466,489 | mfu: 71.5% | epoch: 1 | remaining: 140s    
step 01175 (53.4%) | loss: 2.876446 | lrm: 0.51 | dt: 135ms | tok/sec: 1,452,692 | mfu: 70.9% | epoch: 1 | remaining: 140s    
step 01176 (53.4%) | loss: 2.876524 | lrm: 0.51 | dt: 137ms | tok/sec: 1,435,438 | mfu: 70.0% | epoch: 1 | remaining: 140s    
step 01177 (53.5%) | loss: 2.877399 | lrm: 0.51 | dt: 137ms | tok/sec: 1,431,755 | mfu: 69.8% | epoch: 1 | remaining: 139s    
step 01178 (53.5%) | loss: 2.888369 | lrm: 0.51 | dt: 138ms | tok/sec: 1,429,370 | mfu: 69.7% | epoch: 1 | remaining: 139s    
step 01179 (53.6%) | loss: 2.882139 | lrm: 0.51 | dt: 136ms | tok/sec: 1,449,220 | mfu: 70.7% | epoch: 1 | remaining: 139s    
step 01180 (53.6%) | loss: 2.882868 | lrm: 0.51 | dt: 137ms | tok/sec: 1,432,337 | mfu: 69.9% | epoch: 1 | remaining: 139s    
step 01181 (53.6%) | loss: 2.884111 | lrm: 0.51 | dt: 138ms | tok/sec: 1,424,990 | mfu: 69.5% | epoch: 1 | remaining: 139s    
step 01182 (53.7%) | loss: 2.881550 | lrm: 0.51 | dt: 136ms | tok/sec: 1,449,961 | mfu: 70.7% | epoch: 1 | remaining: 139s    
step 01183 (53.7%) | loss: 2.877561 | lrm: 0.51 | dt: 134ms | tok/sec: 1,464,021 | mfu: 71.4% | epoch: 1 | remaining: 139s    
step 01184 (53.8%) | loss: 2.878088 | lrm: 0.51 | dt: 141ms | tok/sec: 1,394,535 | mfu: 68.0% | epoch: 1 | remaining: 139s    
step 01185 (53.8%) | loss: 2.883210 | lrm: 0.51 | dt: 138ms | tok/sec: 1,422,589 | mfu: 69.4% | epoch: 1 | remaining: 138s    
step 01186 (53.9%) | loss: 2.883574 | lrm: 0.51 | dt: 140ms | tok/sec: 1,408,246 | mfu: 68.7% | epoch: 1 | remaining: 138s    
step 01187 (53.9%) | loss: 2.885921 | lrm: 0.51 | dt: 138ms | tok/sec: 1,420,763 | mfu: 69.3% | epoch: 1 | remaining: 138s    
step 01188 (54.0%) | loss: 2.887418 | lrm: 0.51 | dt: 138ms | tok/sec: 1,422,925 | mfu: 69.4% | epoch: 1 | remaining: 138s    
step 01189 (54.0%) | loss: 2.887037 | lrm: 0.50 | dt: 137ms | tok/sec: 1,431,447 | mfu: 69.8% | epoch: 1 | remaining: 138s    
step 01190 (54.1%) | loss: 2.882463 | lrm: 0.50 | dt: 135ms | tok/sec: 1,454,567 | mfu: 71.0% | epoch: 1 | remaining: 138s    
step 01191 (54.1%) | loss: 2.880612 | lrm: 0.50 | dt: 138ms | tok/sec: 1,427,188 | mfu: 69.6% | epoch: 1 | remaining: 138s    
step 01192 (54.1%) | loss: 2.877262 | lrm: 0.50 | dt: 136ms | tok/sec: 1,445,559 | mfu: 70.5% | epoch: 1 | remaining: 137s    
step 01193 (54.2%) | loss: 2.870067 | lrm: 0.50 | dt: 139ms | tok/sec: 1,415,425 | mfu: 69.0% | epoch: 1 | remaining: 137s    
step 01194 (54.2%) | loss: 2.867034 | lrm: 0.50 | dt: 137ms | tok/sec: 1,433,572 | mfu: 69.9% | epoch: 1 | remaining: 137s    
step 01195 (54.3%) | loss: 2.870287 | lrm: 0.50 | dt: 138ms | tok/sec: 1,424,744 | mfu: 69.5% | epoch: 1 | remaining: 137s    
step 01196 (54.3%) | loss: 2.871340 | lrm: 0.50 | dt: 137ms | tok/sec: 1,438,375 | mfu: 70.2% | epoch: 1 | remaining: 137s    
step 01197 (54.4%) | loss: 2.871331 | lrm: 0.50 | dt: 136ms | tok/sec: 1,449,255 | mfu: 70.7% | epoch: 1 | remaining: 137s    
step 01198 (54.4%) | loss: 2.863531 | lrm: 0.50 | dt: 135ms | tok/sec: 1,457,163 | mfu: 71.1% | epoch: 1 | remaining: 137s    
step 01199 (54.5%) | loss: 2.867583 | lrm: 0.50 | dt: 137ms | tok/sec: 1,440,154 | mfu: 70.3% | epoch: 1 | remaining: 136s    
step 01200 (54.5%) | loss: 2.860599 | lrm: 0.50 | dt: 139ms | tok/sec: 1,416,545 | mfu: 69.1% | epoch: 1 | remaining: 136s    
step 01201 (54.6%) | loss: 2.863606 | lrm: 0.50 | dt: 138ms | tok/sec: 1,420,476 | mfu: 69.3% | epoch: 1 | remaining: 136s    
step 01202 (54.6%) | loss: 2.864209 | lrm: 0.50 | dt: 140ms | tok/sec: 1,406,046 | mfu: 68.6% | epoch: 1 | remaining: 136s    
step 01203 (54.7%) | loss: 2.866789 | lrm: 0.50 | dt: 136ms | tok/sec: 1,443,992 | mfu: 70.4% | epoch: 1 | remaining: 136s    
step 01204 (54.7%) | loss: 2.862762 | lrm: 0.50 | dt: 321ms | tok/sec: 612,457 | mfu: 29.9% | epoch: 1 | remaining: 136s    
step 01205 (54.8%) | loss: 2.863941 | lrm: 0.50 | dt: 130ms | tok/sec: 1,515,127 | mfu: 73.9% | epoch: 1 | remaining: 135s    
step 01206 (54.8%) | loss: 2.869553 | lrm: 0.50 | dt: 134ms | tok/sec: 1,469,696 | mfu: 71.7% | epoch: 1 | remaining: 135s    
step 01207 (54.9%) | loss: 2.865417 | lrm: 0.50 | dt: 136ms | tok/sec: 1,441,964 | mfu: 70.3% | epoch: 1 | remaining: 135s    
step 01208 (54.9%) | loss: 2.862496 | lrm: 0.49 | dt: 138ms | tok/sec: 1,420,606 | mfu: 69.3% | epoch: 1 | remaining: 135s    
step 01209 (55.0%) | loss: 2.862239 | lrm: 0.49 | dt: 136ms | tok/sec: 1,443,570 | mfu: 70.4% | epoch: 1 | remaining: 135s    
step 01210 (55.0%) | loss: 2.864284 | lrm: 0.49 | dt: 137ms | tok/sec: 1,438,180 | mfu: 70.2% | epoch: 1 | remaining: 135s    
step 01211 (55.1%) | loss: 2.861849 | lrm: 0.49 | dt: 136ms | tok/sec: 1,444,718 | mfu: 70.5% | epoch: 1 | remaining: 135s    
step 01212 (55.1%) | loss: 2.857298 | lrm: 0.49 | dt: 137ms | tok/sec: 1,431,240 | mfu: 69.8% | epoch: 1 | remaining: 135s    
step 01213 (55.2%) | loss: 2.855110 | lrm: 0.49 | dt: 138ms | tok/sec: 1,424,466 | mfu: 69.5% | epoch: 1 | remaining: 134s    
step 01214 (55.2%) | loss: 2.855720 | lrm: 0.49 | dt: 140ms | tok/sec: 1,404,777 | mfu: 68.5% | epoch: 1 | remaining: 134s    
step 01215 (55.3%) | loss: 2.856718 | lrm: 0.49 | dt: 138ms | tok/sec: 1,429,013 | mfu: 69.7% | epoch: 1 | remaining: 134s    
step 01216 (55.3%) | loss: 2.856182 | lrm: 0.49 | dt: 138ms | tok/sec: 1,420,883 | mfu: 69.3% | epoch: 1 | remaining: 134s    
step 01217 (55.4%) | loss: 2.858201 | lrm: 0.49 | dt: 136ms | tok/sec: 1,441,818 | mfu: 70.3% | epoch: 1 | remaining: 134s    
step 01218 (55.4%) | loss: 2.861408 | lrm: 0.49 | dt: 140ms | tok/sec: 1,404,624 | mfu: 68.5% | epoch: 1 | remaining: 134s    
step 01219 (55.4%) | loss: 2.857947 | lrm: 0.49 | dt: 137ms | tok/sec: 1,439,407 | mfu: 70.2% | epoch: 1 | remaining: 134s    
step 01220 (55.5%) | loss: 2.857309 | lrm: 0.49 | dt: 134ms | tok/sec: 1,464,820 | mfu: 71.5% | epoch: 1 | remaining: 133s    
step 01221 (55.5%) | loss: 2.856878 | lrm: 0.49 | dt: 138ms | tok/sec: 1,423,849 | mfu: 69.5% | epoch: 1 | remaining: 133s    
step 01222 (55.6%) | loss: 2.855946 | lrm: 0.49 | dt: 138ms | tok/sec: 1,424,242 | mfu: 69.5% | epoch: 1 | remaining: 133s    
step 01223 (55.6%) | loss: 2.853848 | lrm: 0.49 | dt: 140ms | tok/sec: 1,405,222 | mfu: 68.5% | epoch: 1 | remaining: 133s    
step 01224 (55.7%) | loss: 2.856130 | lrm: 0.49 | dt: 138ms | tok/sec: 1,429,174 | mfu: 69.7% | epoch: 1 | remaining: 133s    
step 01225 (55.7%) | loss: 2.861006 | lrm: 0.49 | dt: 137ms | tok/sec: 1,434,869 | mfu: 70.0% | epoch: 1 | remaining: 133s    
step 01226 (55.8%) | loss: 2.861806 | lrm: 0.49 | dt: 138ms | tok/sec: 1,424,144 | mfu: 69.5% | epoch: 1 | remaining: 133s    
step 01227 (55.8%) | loss: 2.861587 | lrm: 0.49 | dt: 137ms | tok/sec: 1,439,146 | mfu: 70.2% | epoch: 1 | remaining: 132s    
step 01228 (55.9%) | loss: 2.860106 | lrm: 0.49 | dt: 137ms | tok/sec: 1,437,838 | mfu: 70.1% | epoch: 1 | remaining: 132s    
step 01229 (55.9%) | loss: 2.864359 | lrm: 0.48 | dt: 135ms | tok/sec: 1,451,868 | mfu: 70.8% | epoch: 1 | remaining: 132s    
step 01230 (55.9%) | loss: 2.865118 | lrm: 0.48 | dt: 139ms | tok/sec: 1,410,061 | mfu: 68.8% | epoch: 1 | remaining: 132s    
step 01231 (56.0%) | loss: 2.861363 | lrm: 0.48 | dt: 139ms | tok/sec: 1,415,148 | mfu: 69.0% | epoch: 1 | remaining: 132s    
step 01232 (56.0%) | loss: 2.861962 | lrm: 0.48 | dt: 137ms | tok/sec: 1,431,419 | mfu: 69.8% | epoch: 1 | remaining: 132s    
step 01233 (56.1%) | loss: 2.860429 | lrm: 0.48 | dt: 137ms | tok/sec: 1,432,021 | mfu: 69.9% | epoch: 1 | remaining: 132s    
step 01234 (56.1%) | loss: 2.862739 | lrm: 0.48 | dt: 136ms | tok/sec: 1,447,210 | mfu: 70.6% | epoch: 1 | remaining: 131s    
step 01235 (56.2%) | loss: 2.863798 | lrm: 0.48 | dt: 136ms | tok/sec: 1,441,929 | mfu: 70.3% | epoch: 1 | remaining: 131s    
step 01236 (56.2%) | loss: 2.860572 | lrm: 0.48 | dt: 134ms | tok/sec: 1,466,972 | mfu: 71.6% | epoch: 1 | remaining: 131s    
step 01237 (56.3%) | loss: 2.862966 | lrm: 0.48 | dt: 139ms | tok/sec: 1,418,380 | mfu: 69.2% | epoch: 1 | remaining: 131s    
step 01238 (56.3%) | loss: 2.864358 | lrm: 0.48 | dt: 138ms | tok/sec: 1,422,854 | mfu: 69.4% | epoch: 1 | remaining: 131s    
step 01239 (56.4%) | loss: 2.868392 | lrm: 0.48 | dt: 138ms | tok/sec: 1,427,163 | mfu: 69.6% | epoch: 1 | remaining: 131s    
step 01240 (56.4%) | loss: 2.872094 | lrm: 0.48 | dt: 138ms | tok/sec: 1,420,557 | mfu: 69.3% | epoch: 1 | remaining: 131s    
step 01241 (56.5%) | loss: 2.865087 | lrm: 0.48 | dt: 137ms | tok/sec: 1,440,083 | mfu: 70.2% | epoch: 1 | remaining: 131s    
step 01242 (56.5%) | loss: 2.860603 | lrm: 0.48 | dt: 137ms | tok/sec: 1,434,058 | mfu: 70.0% | epoch: 1 | remaining: 130s    
step 01243 (56.5%) | loss: 2.857362 | lrm: 0.48 | dt: 135ms | tok/sec: 1,458,583 | mfu: 71.2% | epoch: 1 | remaining: 130s    
step 01244 (56.6%) | loss: 2.858832 | lrm: 0.48 | dt: 138ms | tok/sec: 1,424,599 | mfu: 69.5% | epoch: 1 | remaining: 130s    
step 01245 (56.6%) | loss: 2.855435 | lrm: 0.48 | dt: 137ms | tok/sec: 1,436,508 | mfu: 70.1% | epoch: 1 | remaining: 130s    
step 01246 (56.7%) | loss: 2.854665 | lrm: 0.48 | dt: 139ms | tok/sec: 1,414,837 | mfu: 69.0% | epoch: 1 | remaining: 130s    
step 01247 (56.7%) | loss: 2.851509 | lrm: 0.48 | dt: 139ms | tok/sec: 1,418,070 | mfu: 69.2% | epoch: 1 | remaining: 130s    
step 01248 (56.8%) | loss: 2.854266 | lrm: 0.48 | dt: 137ms | tok/sec: 1,435,141 | mfu: 70.0% | epoch: 1 | remaining: 130s    
step 01249 (56.8%) | loss: 2.857248 | lrm: 0.48 | dt: 136ms | tok/sec: 1,445,853 | mfu: 70.5% | epoch: 1 | remaining: 129s    
step 01250 (56.9%) | loss: 2.859286 | lrm: 0.47 | dt: 137ms | tok/sec: 1,439,276 | mfu: 70.2% | epoch: 1 | remaining: 129s    
step 01251 (56.9%) | loss: 2.863433 | lrm: 0.47 | dt: 137ms | tok/sec: 1,437,828 | mfu: 70.1% | epoch: 1 | remaining: 129s    
step 01252 (57.0%) | loss: 2.856530 | lrm: 0.47 | dt: 137ms | tok/sec: 1,438,122 | mfu: 70.2% | epoch: 1 | remaining: 129s    
step 01253 (57.0%) | loss: 2.856345 | lrm: 0.47 | dt: 136ms | tok/sec: 1,441,249 | mfu: 70.3% | epoch: 1 | remaining: 129s    
step 01254 (57.0%) | loss: 2.855023 | lrm: 0.47 | dt: 137ms | tok/sec: 1,430,791 | mfu: 69.8% | epoch: 1 | remaining: 129s    
